data_index,text,cluster
1752,you're right. a car is faster.,27
1753,"number two, it's usually late.",42
1754,you're right. the buses are never on time.,6
1755,"number three, it doesn't run 24 hours.",12
1756,you're right. buses don't run late at night.,8
1757,"number four, it's too crowded.",12
1758,you're right. you have to stand in the aisle.,27
1759,"number five, it's unsafe.",4
1760,we had a problem at school.,44
1761,what was the problem?,1
1762,someone cut the tires.,6
1763,what tires?,1
1764,the tires on the cars.,8
1765,where were the cars?,1
1766,they were in the student parking lot.,8
1767,how many tires were cut?,1
1768,one or two tires were cut on each car.,34
1769,how many cars?,7
1770,eleven cars.,8
1771,life isn't fair.,8
1772,it sure isn't.,6
1773,i got a ticket yesterday.,16
1774,what for?,1
1775,i was crossing the street.,10
1776,were you in a crosswalk?,7
1777,"yes, but the red hand was blinking.",4
1778,so? that's a ticket?,1
1779,"yes, it's a $140 ticket.",4
1780,that's not right!,32
1781,"when i started to cross the street, the white walk sign was blinking.",48
1782,you're driving too fast.,8
1783,why do you say that?,7
1784,the speed limit is 65.,6
1785,i know that.,0
1786,but you're doing 75.,6
1787,so is everyone else.,6
1788,but a cop might stop you.,8
1789,"no, he won't. some cars are doing 85.",4
1790,so the cop will stop those cars?,1
1791,of course. he stops the fastest cars.,8
1792,my friend got a ticket for doing 75.,8
1793,remember to put air in your tires.,8
1794,how often do i have to do that?,38
1795,once every two months.,6
1796,that's a lot.,34
1797,what do you mean?,7
1798,that's six times a year!,32
1799,"yes, and it takes about five minutes each time.",47
1800,i'll try.,10
1801,check your tires or you'll get a flat.,34
1802,oh. that's not good.,54
1803,"no, it isn't. a flat costs you time and money.",26
1804,you're driving too fast.,8
1805,i'm in a hurry.,0
1806,don't ever be in a hurry.,8
1807,it's not my fault. you didn't wake me up.,30
1808,that's not my fault. you didn't tell me to wake you up.,16
1809,"well, i meant to.",19
1810,don't ever be in a hurry when you're driving.,8
1811,why not?,2
1812,because you'll have an accident. most accidents are because people are in a hurry.,44
1813,how do you know that?,1
1814,i read a lot.,16
1815,let's go for a ride.,8
1816,where are we going?,2
1817,into the mountains.,8
1818,that sounds nice.,8
1819,i want to show you my new car.,16
1820,you bought a new car?,7
1821,yes. i bought a cadillac.,16
1822,a luxury car.,34
1823,luxury plus speed.,6
1824,what are we waiting for?,7
1825,let me get the keys.,10
1826,i have to go to the bathroom.,16
1827,why didn't you go before we left?,1
1828,"i did, but i have to go again.",56
1829,"well, hold on a little longer.",4
1830,i think i'm going to explode.,10
1831,just hold on.,6
1832,oh! don't hit any more bumps!,21
1833,we'll be at mcdonald's in just a few minutes.,44
1834,i hope they are fast minutes.,0
1835,think about something else. think about a hamburger.,34
1836,"i'm thinking, but i still have to go.",28
1837,where's the car?,1
1838,what do you mean?,7
1839,the car isn't here.,8
1840,where did you park it?,1
1841,i parked it right here.,0
1842,are you sure?,2
1843,yes. i remember this big tree.,41
1844,maybe it's the wrong tree.,8
1845,"no, this is the tree.",12
1846,did someone steal it?,1
1847,i sure hope not.,10
1848,look at this traffic.,34
1849,i'd rather not.,0
1850,it gets worse every year.,34
1851,why are you complaining? we're going almost 20 miles an hour.,49
1852,the speed limit is 65!,21
1853,"well, that's between 2:00 and 4:00 a.m.",26
1854,where are all these people going?,1
1855,they're all asking the same question.,44
1856,when are they going to fix this problem?,2
1857,they said they need more money.,8
1858,they always need more money.,34
1859,did you see that car?,7
1860,"yes, he went through the red light.",12
1861,can we call the police?,7
1862,"no, the police don't care.",4
1863,why not?,2
1864,they have to see it happen.,34
1865,they don't believe us?,2
1866,no. they can only give a ticket if they see it happen.,27
1867,"so, what do we do?",36
1868,we don't do anything.,8
1869,maybe we should honk the horn next time.,8
1870,my car is dirty.,8
1871,why don't you wash it?,1
1872,that's what i'm going to do.,16
1873,are you going to wash it yourself?,1
1874,of course. it's not a hard job.,8
1875,i'll help you.,10
1876,"okay, i'll get a bucket.",48
1877,i'll rinse the car first.,0
1878,then we can scrub it with a wet sponge and soap.,52
1879,"after that, we can dry it with a towel.",47
1880,it sure is windy today.,8
1881,paper is flying everywhere.,8
1882,this wind is dangerous for drivers.,8
1883,especially for drivers of big trucks.,8
1884,the wind blows those trucks over.,6
1885,"it blows trees over, too.",12
1886,a tree fell onto my dad's car.,52
1887,was there much damage?,7
1888,my dad had to buy a new car.,52
1889,wow! that's terrible.,58
1890,never park your car under a tree.,44
1891,when are we going to stop?,2
1892,we'll stop at the next mcdonald's.,34
1893,how far away is that?,13
1894,i think we'll be there in half an hour.,16
1895,i hope so. i have to go to the bathroom.,0
1896,"well, i can always pull over.",11
1897,"no, thank you, i'll just wait.",19
1898,we can kill two birds with one stone.,8
1899,what do you mean?,7
1900,"while you're using the bathroom, i'll order some food.",19
1901,don't order for me. i'm not hungry.,10
1902,this is such a long light.,8
1903,look how many cars are waiting in line.,44
1904,they need a left-turn arrow.,37
1905,only two cars can make a left turn every three or four minutes.,52
1906,we'll be here forever.,6
1907,get out of this lane.,8
1908,but we need to turn left.,8
1909,forget it. go straight.,54
1910,then what?,1
1911,then we'll just make a u-turn.,37
1912,and then we can turn right at the light.,44
1913,i need a cheap car.,35
1914,how much money do you have?,1
1915,"$1,000.",4
1916,"well, that should get you something.",4
1917,but i need something that's reliable.,16
1918,you need a car with low mileage.,44
1919,a car that was owned by a little old lady.,52
1920,where have you looked?,1
1921,i haven't looked anywhere yet.,16
1922,why not?,2
1923,because i'll never find one for such a low price.,16
1924,"good afternoon, officer.",4
1925,"your driver's license and registration, please.",47
1926,here you go.,6
1927,do you know why i pulled you over?,33
1928,i have no idea. all of a sudden i heard your siren.,35
1929,you rolled through that stop sign back there.,34
1930,but i stopped!,18
1931,"no, you didn't. you slowed down, but you didn't come to a full stop.",4
1932,"well, nobody else does, so why should i?",36
1933,that's not the attitude of a good driver.,44
1934,but i am a good driver. i've never had a ticket in my life.,16
1935,$140. i can't believe it.,30
1936,what are you talking about?,51
1937,i got a ticket downtown for $140.,58
1938,were you speeding?,2
1939,"no, i was crossing the street.",9
1940,were you jaywalking?,7
1941,"no, i was in the crosswalk.",19
1942,so why did you get a ticket?,1
1943,the officer said the red hand was blinking.,34
1944,was it blinking when you entered the crosswalk?,1
1945,"no, the white walk sign was blinking.",4
1946,they were in a crosswalk near school at 3 a.m.,3
1947,who?,2
1948,two students from usc.,6
1949,what happened?,7
1950,"a speeding car ran a red light, killing the girl.",47
1951,what happened to the other student?,7
1952,he landed on the hood of the car.,34
1953,did he get off the hood?,2
1954,"no, the car stopped and the passenger pushed the injured student off the hood.",47
1955,i'll bet the car continued on its way.,16
1956,of course it did. why stop after you've run over two people?,14
1957,what happened to your car?,51
1958,i got a dent in the parking lot.,16
1959,how did you get it?,2
1960,i don't know. maybe it was from a shopping cart.,16
1961,those shopping carts are dangerous.,34
1962,especially the metal ones.,34
1963,i don't park at a store that uses metal shopping carts.,31
1964,"that's a good idea, but there was a good sale at this store.",52
1965,did you save any money on the sale?,51
1966,"yes, i did. i saved about $50.",56
1967,that's great.,34
1968,"did you see """"titanic""""?",5
1969,yes. it is a great movie.,8
1970,i saw it twelve times.,10
1971,i saw it eight times.,10
1972,i have the dvd.,0
1973,so do i.,6
1974,let's go to your home.,6
1975,we can watch my dvd.,34
1976,and then we can go to my home.,34
1977,and watch your dvd.,34
1978,i always cry at the end.,35
1979,let's play cards.,34
1980,i don't know any card games.,35
1981,i'll teach you one.,0
1982,okay. what will you teach me?,23
1983,it's called poker.,8
1984,is it easy to learn?,7
1985,"yes, it will only take about 30 minutes.",42
1986,okay. teach me how to play.,16
1987,we each get five cards.,34
1988,"oh, look. i have four tens.",19
1989,"that's great, but you're not supposed to tell me.",48
1990,i'm a good card player.,35
1991,why is that?,1
1992,because i watch the other players.,35
1993,what do you mean?,7
1994,people will tell you if they have a good hand.,44
1995,how do they do that?,1
1996,"for example, a friend of mine licks his lips.",42
1997,"when he licks his lips, you know he has a good hand?",25
1998,"i know he has a good hand, so i don't bet.",56
1999,he never wins your money?,2
2000,"nope, and it drives him crazy.",42
2001,"turn the radio down, please.",42
2002,but i'm listening to it.,10
2003,"well, listen to it more quietly.",12
2004,i can't wait till i grow up.,0
2005,what will you do?,1
2006,i will play the radio as loud as i want.,35
2007,that's okay with me.,16
2008,i will have a radio in every room of my house.,35
2009,remind me to never visit you.,10
2010,all the radios will be on extra loud.,44
2011,your neighbors will hate you.,8
2012,i hope i win the lotto.,10
2013,your chances are very small.,34
2014,but you can't win if you don't play.,34
2015,ha! you can't win if you do play.,37
2016,someone has to win.,8
2017,that's what everyone says.,44
2018,it might as well be me.,0
2019,that's what everyone says.,44
2020,you're trying to tell me something.,10
2021,that didn't take long.,34
2022,you think i should quit playing.,0
2023,what's on tv?,1
2024,nothing much.,6
2025,what about the baseball game?,13
2026,it got rained out.,8
2027,rained out?,1
2028,"yes, rained out.",4
2029,how could that be?,1
2030,"well, you can't play baseball in a rainstorm.",52
2031,i thought they were playing under a dome.,16
2032,the dome doesn't close.,6
2033,why doesn't it close?,2
2034,can i try your coffee?,24
2035,sure. here you go.,6
2036,"hmm, that's not bad.",42
2037,there's nothing in it.,6
2038,what do you mean?,7
2039,"i mean, it's just coffee.",19
2040,i figured that.,0
2041,it's not too bitter for you?,2
2042,"it's a little bitter, but it's okay.",42
2043,there's no sugar or cream in it.,34
2044,"no, it's a taste you have to get used to.",47
2045,let's take a walk.,44
2046,what's the weather like?,7
2047,let me step outside and see.,0
2048,"it's a little chilly, right?",36
2049,"yes, it is.",12
2050,i'll put on my cap.,0
2051,"wear a jacket, too.",47
2052,i wonder if i should bring my gloves.,10
2053,"maybe you should, just in case it gets colder.",42
2054,i'll put a glove in each pocket.,16
2055,we'll get warmer as we walk.,44
2056,look at the car chase on tv!,32
2057,that driver is crazy.,34
2058,i can't believe he hasn't crashed.,35
2059,how fast is he going?,1
2060,they say he's going 80 miles per hour.,8
2061,he's going to kill someone.,6
2062,look! he just hit that car.,37
2063,"oh, my goodness. no one is safe on the streets.",4
2064,now he's slowing down.,6
2065,maybe he ran out of gas.,34
2066,look! he just got out of the car and started running.,37
2067,tv news is so stupid.,6
2068,they shouldn't even call it news.,8
2069,last night they told us about a cat in a sofa.,52
2070,yesterday they told us about a dog in a pipe.,52
2071,last week they told us about a bear in a back yard.,52
2072,last month they told us about a mouse in a restaurant.,52
2073,the weatherman tells us the temperature in every town.,44
2074,the sports guy shows us players fighting.,8
2075,"they always tell us """"what's next.",5
2076,"they always make """"what's next"""" sound exciting, but it never is.",5
2077,it's more like news for kids.,6
2078,i love my computer.,10
2079,computers are so cool.,6
2080,i love to go online.,10
2081,the internet is amazing.,34
2082,you can travel all over the world.,44
2083,i know. i went to china yesterday.,0
2084,what did you do?,1
2085,i stood on the great wall and looked all around.,31
2086,what was it like?,1
2087,it was like the real thing.,8
2088,it was like being there?,2
2089,the beatles are the best.,8
2090,they are the best musical group ever.,8
2091,i love all their songs.,0
2092,i don't know which one i like the best.,10
2093,i like the ones i can sing along with.,0
2094,"so do i, like """"she loves you.",5
2095,"she loves you, yeah, yeah, yeah!...",4
2096,Â…and you know you should be glad!,32
2097,what a great song.,44
2098,"how about """"let it be?",5
2099,"oh, yes! """"let it be, let it beÂ…",5
2100,let's go to a movie.,8
2101,i'd rather not.,0
2102,why not?,2
2103,you know i don't like crowds.,10
2104,let's go to an early movie.,34
2105,"okay, that won't be very crowded.",42
2106,what would you like to see?,1
2107,"oh, i don't care. you're the one who wants to go out.",48
2108,"well, i want to see """"the pursuit of happyness.",5
2109,what have you heard about it?,13
2110,it's based on a true story about a divorced man and his young son.,52
2111,what's your favorite thing to do?,7
2112,i like to watch people.,0
2113,that's your favorite thing to do?,7
2114,"well, it's one of them.",12
2115,where do you go to watch people?,1
2116,my girlfriend and i sit outside starbucks.,16
2117,that sounds like a good spot.,34
2118,we watch people walk by with their dogs.,34
2119,i guess you see lots of different dogs.,10
2120,we don't even know what kind most of them are.,8
2121,"there are lots of different kinds, but they all have one thing in common.",42
2122,they call him father dollar bill.,44
2123,"yes, he was on the tv news today.",4
2124,every easter sunday he gives away money.,52
2125,is it his money?,2
2126,no. movie stars give him money to give to homeless people.,54
2127,how much money does he give away?,7
2128,"this year he gave away $15,000.",47
2129,that's a lot of money.,34
2130,he gave $100 to people in wheelchairs.,37
2131,what about the other homeless people?,7
2132,they got $1 each.,37
2133,old movies are the best.,6
2134,even though they're in black and white.,34
2135,a good story is more important than color.,44
2136,actors didn't curse back then.,34
2137,and there was no violence.,8
2138,people today don't like that.,34
2139,"no, today people like lots of action.",42
2140,i like a good story.,0
2141,i like to see actors who are like real people.,16
2142,like real people with real problems.,34
2143,they still make movies like that.,34
2144,do you get pbs on tv?,2
2145,"yes, everybody gets the public broadcasting system.",42
2146,it puts me to sleep.,10
2147,tell me about it.,0
2148,a gardening show follows a knitting show.,44
2149,a cooking show follows a sewing show.,34
2150,a travel show follows another travel show.,52
2151,i'll say! i've gone around the world a dozen times already!,35
2152,now they're adding old tv shows to the old movies.,8
2153,i sure would like to see something interesting for a change.,16
2154,"if more people donate money, pbs could offer new shows.",4
2155,"i love to watch """"judge judy.",5
2156,is that a tv show?,7
2157,yes. it's on every afternoon.,54
2158,what's so good about it?,7
2159,they have interesting lawsuits.,34
2160,such as?,1
2161,"yesterday, a woman complained about a cell phone she bought on ebay.",52
2162,was something wrong with the phone?,2
2163,it works only in canada.,44
2164,did the seller know that?,1
2165,"yes, and he didn't tell the buyer.",4
2166,that woman is a very good singer.,44
2167,"yes, but she looks like a man.",42
2168,what difference does it make?,7
2169,female singers are supposed to be pretty.,8
2170,singers are supposed to sound good.,6
2171,"they should look good, too.",12
2172,there are lots of ugly men singers.,8
2173,men singers don't have to look good.,34
2174,then neither do women singers.,8
2175,"well, i would never buy her cd.",9
2176,but you would buy her cd if she was pretty?,2
2177,all the tv stations are going to go digital.,44
2178,"yes, that will occur next month.",4
2179,most of them are already broadcasting in digital.,52
2180,the digital signal is very clear.,44
2181,"oh, no, it isn't!",12
2182,what do you mean?,7
2183,i can't get a single channel.,35
2184,do you have a digital tv?,51
2185,of course. but i don't have cable.,30
2186,"you don't need to have cable, but you do need a good antenna.",47
2187,but i have rabbit ears.,35
2188,i've got a date for you.,16
2189,"oh, really?",36
2190,are you interested?,2
2191,maybe. what is she like?,49
2192,she's got a great personality.,44
2193,uh-oh. that means that she's fat and ugly.,37
2194,she's cute.,6
2195,"okay, so she's not ugly; she's just fat.",42
2196,she weighs 98 pounds.,6
2197,"okay, she's not fat. so what's the problem with her?",57
2198,who said there is a problem with her?,7
2199,i think you're very pretty.,10
2200,thank you.,8
2201,would you have dinner with me?,24
2202,i would like to.,10
2203,can i pick you up friday night?,38
2204,what time?,1
2205,eight o'clock.,6
2206,that sounds great.,34
2207,we'll go to a french restaurant.,44
2208,i've never been to a french restaurant.,35
2209,i think you'll love the food.,10
2210,you have pretty eyes.,8
2211,thank you. so do you.,54
2212,i wish my eyes were blue.,10
2213,what's the matter with green eyes?,7
2214,"nothing, except my favorite color is blue.",4
2215,maybe in your next life you'll have blue eyes.,34
2216,but what if i'm a fish in my next life?,38
2217,i think some fish have blue eyes.,0
2218,i hope i don't come back as a fish.,16
2219,i hope i come back as a cat.,16
2220,cats have beautiful eyes.,44
2221,i love you.,10
2222,"i love you, too.",9
2223,i loved you the first day i saw you.,50
2224,it was love at first sight?,1
2225,"yes, it was love at first sight.",4
2226,i didn't love you at first.,0
2227,i know. i had to chase you for a while.,16
2228,"yes, you chased me and then you caught me.",56
2229,now you're mine forever.,6
2230,and you're mine forever.,8
2231,we'll grow old together.,6
2232,i'm in love with that girl.,0
2233,have you told her?,1
2234,of course not.,6
2235,why not?,2
2236,she would laugh at me.,16
2237,how do you know?,2
2238,because they always do.,44
2239,maybe she's different.,8
2240,they're all the same.,34
2241,just ask her out to dinner.,8
2242,and then what?,7
2243,give me a hug.,0
2244,i'm not in the mood.,10
2245,what's the matter?,7
2246,i saw you looking at that woman.,35
2247,what woman?,7
2248,"you know, that woman with the big boobs.",42
2249,i was not looking at her.,0
2250,"you were, too.",12
2251,i'm not interested in her.,10
2252,then why were you looking at her?,1
2253,i was looking at something else.,0
2254,would you like to go on a blind date?,7
2255,you must be joking.,6
2256,"no, i'm serious.",9
2257,i don't want to date a blind woman.,31
2258,a blind date doesn't mean that she is blind!,32
2259,what does it mean?,7
2260,a blind date is a date with someone you don't know.,52
2261,why would i date someone i don't even know?,24
2262,to try something new and exciting.,8
2263,what if i don't like her?,24
2264,i have a date tomorrow night.,35
2265,really? who with?,33
2266,a girl i met at the market.,35
2267,you met a girl at the supermarket?,51
2268,she was standing behind me in a really slow line at the checkout counter.,31
2269,what did you say to her?,7
2270,"i had two pineapples in my cart, and she asked where i had found them.",11
2271,she asked you about your pineapples?,51
2272,"i told her i had gotten the last two on the shelf, but i offered her one of mine.",28
2273,that was nice of you.,8
2274,"she asked me how she could return the favor, so i asked her out.",56
2275,did you have a date friday night?,13
2276,"yes, in fact, i did.",19
2277,who did you go out with?,2
2278,a man i met in a coffee shop.,35
2279,where did you go?,2
2280,we went to a nice restaurant.,44
2281,anywhere else?,1
2282,then we went to a jazz club.,34
2283,that sounds like a nice date.,44
2284,"yes, it was pleasant.",42
2285,but you won't date him again?,51
2286,i had the worst date the other night.,35
2287,what happened?,7
2288,"first of all, he was half an hour late.",47
2289,that's not a good start.,44
2290,then he didn't bother to apologize.,8
2291,that's rude.,8
2292,then he drove too fast to the restaurant.,44
2293,that's dangerous.,34
2294,i thought about getting out and taking a taxi home.,31
2295,what happened at the restaurant?,13
2296,"we had a $40 meal, and he left a $1 tip!",32
2297,i don't like that man.,16
2298,why not?,2
2299,he's a dirty old man.,34
2300,what do you mean?,7
2301,"he's old enough to be my father, yet he asked me out.",48
2302,"well, you can't blame a man for asking.",47
2303,he should act his age.,34
2304,but a lot of old people are still interested in dating.,34
2305,they should find a nice hobby.,8
2306,just wait until you're 50 years old.,34
2307,dating will be the furthest thing from my mind.,8
2308,does your girlfriend ever make you angry?,7
2309,sometimes.,6
2310,what does she do?,1
2311,"just yesterday, i told her i wouldn't trade her for all the money in the world.",56
2312,that was a nice thing to say.,44
2313,that's what i thought.,16
2314,what did she say?,7
2315,she laughed! she didn't believe me.,58
2316,that wasn't very nice of her.,8
2317,she said that nothing is more important to me than money.,31
2318,what did you say?,7
2319,some people have good noses.,8
2320,i wish i had a good nose. mine is way too big.,16
2321,i don't mean good-looking. i mean good-smelling.,58
2322,oh. but that can be a curse.,27
2323,"yes, because you can be too sensitive to odors.",42
2324,i'll say. my girlfriend has a nose like a drug dog.,31
2325,did she catch you using drugs?,1
2326,sort of. she knows whenever i sneak a cigarette.,16
2327,you don't need a good nose for thatÂ—cigarettes stink.,44
2328,"but when i sneak just one cigarette in the morning, she can smell it that evening!",59
2329,"boy, that is a good nose.",42
2330,let's go out to eat.,8
2331,that sounds like fun.,8
2332,where do you want to go?,1
2333,let me think a minute.,0
2334,i feel like chinese.,10
2335,that sounds delicious.,8
2336,i know a good chinese restaurant.,35
2337,how far away is it?,51
2338,it's only 10 minutes from here.,6
2339,do we need reservations?,1
2340,"oh, no. we can walk right in.",26
2341,i can't believe how long this line is.,0
2342,"this is a popular restaurant, isn't it?",25
2343,"yes, but it isn't a fast-food restaurant, is it?",57
2344,it's the slowest hamburger in town.,8
2345,that's because they cook it while you wait.,44
2346,yes. that's why it's also the best hamburger in town.,27
2347,a great burger and great service.,52
2348,"yes, the workers are very polite.",12
2349,and they're clean.,34
2350,i've been coming here for years.,0
2351,me too.,10
2352,lunch was delicious.,6
2353,thank you.,8
2354,what kind of soup was that?,7
2355,it was tomato soup.,8
2356,that tasted so good.,34
2357,i put lemon and butter in it.,0
2358,"the sandwich was good, too.",4
2359,everyone likes bacon and tomato sandwiches.,52
2360,especially on toast.,34
2361,"and the pickles were great, too.",42
2362,tomorrow we'll have rice and fish for lunch.,34
2363,i'm calling the waiter.,16
2364,what's the matter?,7
2365,this steak has too much fat.,44
2366,what do you want the waiter to do?,51
2367,bring me a better steak.,16
2368,i wouldn't do that.,0
2369,why not?,2
2370,"they will drop the new steak on the floor, step on it, and then spit on it.",45
2371,you're crazy.,8
2372,then the waiter will give you a big smile as he brings you the new steak.,52
2373,where do you get these crazy ideas?,7
2374,let's leave.,8
2375,but we just got here.,6
2376,did you see the waiter's hands?,7
2377,no.,6
2378,he had dirty fingernails.,34
2379,really?,1
2380,his nails were black!,32
2381,that's disgusting.,8
2382,and he poured water into our glasses.,44
2383,yuck! no water for me.,58
2384,"i wonder if the cooks' nails are dirty, too.",19
2385,this hot bread is delicious.,8
2386,i like this restaurant because they give you free bread.,31
2387,"well, i think we are paying for it.",19
2388,no. look at the bill when we get it. there's no charge for the bread.,8
2389,"it is delicious, especially with butter.",4
2390,i think we should just leave after we fill up on the bread.,35
2391,they probably wouldn't like that.,34
2392,i'm eating so much bread that i'm getting full.,16
2393,then stop eating the bread!,32
2394,"okay, just one more piece. pass the butter, please.",42
2395,"if i owned a restaurant, i would never serve hot bread before the main course.",11
2396,is this a clean restaurant?,13
2397,"well, the tables and chairs look okay.",47
2398,"okay, let's sit down.",4
2399,check out the silverware.,8
2400,it passes inspection.,8
2401,here comes the waiter. see if his hands and nails are clean.,3
2402,"well, the waiter looked clean, so i guess it's okay to eat here.",11
2403,you're forgetting about the bathroom.,34
2404,i'm going to just hope that the bathroom is clean.,35
2405,you're not going to examine it before we order dinner?,1
2406,"no, i'd rather not find out that it's dirty, because i'm pretty hungry right now.",48
2407,have you seen our waiter?,7
2408,here he comes now.,6
2409,we've been sitting here for almost 10 minutes.,8
2410,"oops, i guess i was wrong. that isn't our waiter.",48
2411,"we can give him five more minutes, and then leave.",47
2412,i'll go up front and talk to the manager.,31
2413,that's a good idea.,44
2414,maybe they'll give us free drinks for waiting so long.,34
2415,maybe he'll send us our waiter immediately.,44
2416,"every time we eat out, it's an adventure.",47
2417,"last time, we got seats next to the kitchen.",42
2418,is this table okay?,7
2419,"no, it's too close to the kitchen door.",12
2420,how about this table?,7
2421,"no, it's too close to the front door.",12
2422,this looks like a nice table.,34
2423,"no, it's too close to the salad bar.",47
2424,"okay, i give up.",19
2425,"well, there is one good table.",4
2426,great. which one?,14
2427,i don't believe the art world.,0
2428,what is it this time?,1
2429,an andy warhol drawing.,52
2430,he's a famous artist.,44
2431,he drew two butterflies and a flower on a napkin in a restaurant.,52
2432,did he sign it?,2
2433,yes.,6
2434,is it beautiful?,1
2435,it's just black ink on a white napkin. and the napkin has food stains!,52
2436,so it's not worth much?,2
2437,"only about $30,000.",4
2438,can we go to the baseball game?,13
2439,of course.,6
2440,i love baseball.,16
2441,so do i.,6
2442,i love to eat the peanuts.,16
2443,i love to eat the hot dogs.,0
2444,i hope we'll see a home run.,0
2445,i hope we'll catch a foul ball.,35
2446,bring a jacket.,34
2447,yes. it gets a little cool at night.,8
2448,bring a glove to catch a foul ball.,52
2449,golf is a silly game.,34
2450,it certainly is.,8
2451,you hit a white ball.,34
2452,and then you chase it.,34
2453,and then you hit it again.,44
2454,"finally, you put the ball into a hole in the ground.",47
2455,"you do this 18 times, because there are 18 holes.",4
2456,what's the point?,1
2457,how can it be fun?,1
2458,they pay money to play this silly game!,32
2459,i think golfers have a mental problem.,35
2460,do you want to go fishing?,1
2461,yes. that's a good idea.,27
2462,where do you want to go?,1
2463,we can go to the river.,8
2464,or we can go to the lake.,34
2465,or we can go to the ocean.,34
2466,let's go to the lake.,8
2467,yes. the lake is only 10 miles away.,27
2468,we can be there in 20 minutes.,8
2469,i'll get our fishing rods.,10
2470,i'll get the bait.,0
2471,baseball is fun.,34
2472,i like to hit the ball.,0
2473,i like to run around the bases.,16
2474,i like to slide into the bases.,0
2475,yeah. it's a lot of fun to slide.,8
2476,i want to be a baseball player when i grow up.,35
2477,me too. i want to play for the yankees.,16
2478,not me. i want to play for the dodgers.,0
2479,we have to practice every day.,44
2480,i don't like practice.,0
2481,me neither. it's boring.,41
2482,let's go jogging.,6
2483,that's a good idea.,44
2484,i bought some new shoes.,10
2485,are they comfortable?,1
2486,they're very comfortable.,8
2487,how much were they?,2
2488,they were on sale for $80.,37
2489,do they help you run faster?,1
2490,"no, but my feet don't hurt anymore.",4
2491,then they're worth every penny.,6
2492,you might want to buy a pair.,44
2493,tiger is the greatest golfer in the world.,8
2494,you can say that again.,52
2495,but i'm worried about tiger.,0
2496,why is that?,1
2497,because he likes to scuba dive.,34
2498,what's wrong with that?,7
2499,it can be dangerous.,34
2500,you mean he could drown.,8
2501,he shouldn't scuba dive until he retires.,8
2502,but he dives to relax.,8
2503,"he might relax, but it makes me nervous.",48
2504,did you watch that golf tournament?,51
2505,the one that tiger won?,1
2506,how did he do it?,2
2507,it was nothing for him.,6
2508,he sank a 20-foot putt on the last hole to win by one stroke!,32
2509,he sank a 25-footer last year at the same tournament to win by one stroke.,52
2510,i think he is from outer space.,0
2511,no human could possibly play golf that well.,44
2512,"whenever he needs a shot to win a tournament, he makes that shot.",47
2513,no human can do that.,44
2514,somebody should check his birth record.,6
2515,who's the greatest baseball player?,13
2516,there are so many great players.,44
2517,"yes, but who is the greatest?",36
2518,i'd have to say babe ruth.,35
2519,most people would say that.,34
2520,he changed the game.,34
2521,"yes, he made the home run popular.",42
2522,"everybody loved him, all over the nation.",42
2523,he helped make the yankees the best team ever.,44
2524,"and ruth was a good person, too.",42
2525,he always visited hospitals to cheer up sick kids.,44
2526,did you hear what happened at the baseball game?,39
2527,"no, please tell me.",19
2528,someone punched out someone.,6
2529,that's not nice.,8
2530,it's worse than that.,44
2531,how so?,2
2532,two guys got into an argument.,34
2533,i'll bet they were drinking.,10
2534,a third guy punched one of the two guys.,8
2535,"i'll bet he was drinking, too.",9
2536,the victim hit his head on the concrete steps and died.,34
2537,i want to go to the ball game.,35
2538,is there a game tonight?,7
2539,"yes, it starts at 7 p.m.",26
2540,can we get tickets?,1
2541,"yes, but only the cheap tickets.",4
2542,how much are they?,2
2543,they're only $5 each.,37
2544,that's a good price.,34
2545,"yes, it's cheaper than a hot dog or a beer.",47
2546,where are the seats?,1
2547,they're behind the outfield.,6
2548,golf is so hard.,8
2549,what's so hard about hitting a little white ball?,13
2550,it's hard if you want to do it right.,34
2551,you mean like tiger?,1
2552,"no, like a good amateur golfer.",47
2553,what's so hard about golf?,51
2554,there are so many things you have to do right.,34
2555,like what?,1
2556,"like keep your left arm straight, keep your head down, and follow through.",42
2557,yikes! who can remember all that?,51
2558,you need to get a lot of lessons when you're really young.,34
2559,did you hear about the ball player?,13
2560,the home run hitter on drugs?,2
2561,he said a doctor helped him with a personal problem.,52
2562,he said he wasn't using drugs.,8
2563,he apologized to the fans.,34
2564,the league suspended him for 50 games.,34
2565,that will cost him some money.,8
2566,"yes, about $7 million.",4
2567,that will teach him a good lesson.,44
2568,he probably won't use drugs anymore.,34
2569,but it won't stop other players from using drugs.,8
2570,why is there so much crime?,2
2571,because parents don't teach their kids right from wrong.,44
2572,is that it?,1
2573,"also, there aren't enough police.",4
2574,but there are a lot of police.,8
2575,there's only one police officer per 100 criminals.,8
2576,can't we hire more police?,1
2577,no. it costs too much money.,6
2578,doesn't crime cost more than police?,1
2579,"yes, it does.",12
2580,so it would be cheaper to hire more police?,1
2581,this is a great neighborhood.,34
2582,"yes, it is.",12
2583,people are friendly.,6
2584,"yes, they are.",12
2585,the streets and sidewalks are clean.,44
2586,"yes, they are.",12
2587,there's a real nice park nearby.,52
2588,"yes, there is.",12
2589,i feel safe here.,0
2590,there is no crime here.,6
2591,i wish i could move here.,10
2592,the house burned down.,6
2593,what happened?,7
2594,the man fell asleep.,44
2595,was he smoking?,2
2596,"yes, he was smoking a cigarette.",42
2597,did he die?,2
2598,"yes, he did. his cat died, too.",4
2599,that's too bad. what about his smoke alarm?,39
2600,the battery was dead.,34
